Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	macrophageStep
ENSG00000173821	RNF213	 ALO17, C17orf27, KIAA1554, KIAA1618, MYMY2, NET57,	"Ring finger protein 213"	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	57674	RNF213	LiverMacrophage,KupfferCells
ENSG00000173875	ZNF791	 FLJ90396,	"Zinc finger protein 791"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	163049	ZNF791	TF
ENSG00000173905	GOLIM4	 GIMPC, GOLPH4, GPP130, P138,	"Golgi integral membrane protein 4"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	27333	GOLIM4	LiverMacrophage
ENSG00000173992	CCS	 ,	"Copper chaperone for superoxide dismutase"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9973	CCS	KupfferCells
ENSG00000174021	GNG5	 ,	"G protein subunit gamma 5"	"Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at transcript level"	2787	GNG5	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000174125	TLR1	 CD281, KIAA0012, rsc786,	"Toll like receptor 1"	"CD markers, Enzymes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	7096	TLR1	FunctionGene,LiverMacrophage
ENSG00000174165	ZDHHC24	 ,	"Zinc finger DHHC-type containing 24"	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	254359	ZDHHC24	LiverMacrophage
ENSG00000174428	GTF2IRD2B	 ,	"GTF2I repeat domain containing 2B"	"Disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	389524	GTF2IRD2B	TF
ENSG00000174446	SNAPC5	 SNAP19,	"Small nuclear RNA activating complex polypeptide 5"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10302	SNAPC5	TF
ENSG00000174600	CMKLR1	 RVER1,	"Chemerin chemokine-like receptor 1"	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	1240	CMKLR1	FunctionGene,LiverMacrophage
ENSG00000174652	ZNF266	 HZF1,	"Zinc finger protein 266"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10781	ZNF266	TF
ENSG00000174718	RESF1	 C12orf35, FLJ10652, FLJ20696, GET, KIAA1551, UTA2-1,	"Retroelement silencing factor 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55196	RESF1	LiverMacrophage,KupfferCells
ENSG00000174720	LARP7	 DKFZP564K112, HDCMA18P, PIP7S,	"La ribonucleoprotein 7, transcriptional regulator"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51574	LARP7	LiverMacrophage,KupfferCells
ENSG00000174780	SRP72	 ,	"Signal recognition particle 72"	"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	6731	SRP72	LiverMacrophage,KupfferCells
ENSG00000174796	THAP6	 MGC30052,	"THAP domain containing 6"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	152815	THAP6	TF
ENSG00000174837	ADGRE1	 EMR1, TM7LN3,	"Adhesion G protein-coupled receptor E1"	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	2015	ADGRE1	LiverMacrophage
ENSG00000174891	RSRC1	 BM-011, MGC12197, SFRS21, SRrp53,	"Arginine and serine rich coiled-coil 1"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51319	RSRC1	KupfferCells
ENSG00000175029	CTBP2	 ribeye,	"C-terminal binding protein 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1488	CTBP2	LiverMacrophage,KupfferCells
ENSG00000175073	VCPIP1	 DUBA3, FLJ23132, KIAA1850, VCIP135,	"Valosin containing protein interacting protein 1"	"Enzymes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	80124	VCPIP1	LiverMacrophage
ENSG00000175105	ZNF654	 FLJ10997, FLJ21142,	"Zinc finger protein 654"	"Predicted intracellular proteins"	"Evidence at transcript level"	"Evidence at transcript level"	55279	ZNF654	TF
ENSG00000175130	MARCKSL1	 F52, MacMARCKS, MLP, MLP1,	"MARCKS like 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	65108	MARCKSL1	LiverMacrophage
ENSG00000175197	DDIT3	 CHOP, CHOP10, GADD153,	"DNA damage inducible transcript 3"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	1649	DDIT3	TF
ENSG00000175213	ZNF408	 FLJ12827,	"Zinc finger protein 408"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	79797	ZNF408	TF
ENSG00000175348	TMEM9B	 C11orf15,	"TMEM9 domain family member B"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	56674	TMEM9B	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000175354	PTPN2	 PTPT, TC-PTP, TCELLPTP, TCPTP,	"Protein tyrosine phosphatase non-receptor type 2"	"Enzymes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	5771	PTPN2	LiverMacrophage,KupfferCells
ENSG00000175395	ZNF25	 FLJ31890, KOX19, Zfp9,	"Zinc finger protein 25"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	219749	ZNF25	TF
ENSG00000175416	CLTB	 Lcb,	"Clathrin light chain B"	"Plasma proteins, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	1212	CLTB	LiverMacrophage,KupfferCells
ENSG00000175471	MCTP1	 FLJ22344,	"Multiple C2 and transmembrane domain containing 1"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	79772	MCTP1	LiverMacrophage
ENSG00000175482	POLD4	 p12, POLDS,	"DNA polymerase delta 4, accessory subunit"	"Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	57804	POLD4	TopGeneInFirstStep
ENSG00000175489	LRRC25	 FLJ38116, MAPA,	"Leucine rich repeat containing 25"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	126364	LRRC25	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000175538	KCNE3	 HOKPP, MiRP2,	"Potassium voltage-gated channel subfamily E regulatory subunit 3"	"Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	10008	KCNE3	LiverMacrophage,KupfferCells
ENSG00000175567	UCP2	 BMIQ4, SLC25A8,	"Uncoupling protein 2"	"Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	7351	UCP2	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000175606	TMEM70	 FLJ20533,	"Transmembrane protein 70"	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	54968	TMEM70	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000175701	MTLN	 LEMP, LINC00116, MOXI, MPM, NCRNA00116, SMIM37,	Mitoregulin	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	205251	MTLN	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000175727	MLXIP	 bHLHe36, KIAA0867, MIR, MONDOA,	"MLX interacting protein"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	22877	MLXIP	TF,LiverMacrophage,KupfferCells
ENSG00000175787	ZNF169	 MGC51961,	"Zinc finger protein 169"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	169841	ZNF169	TF
ENSG00000175857	GAPT	 C5orf29, FLJ33641,	"GRB2 binding adaptor protein, transmembrane"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	202309	GAPT	KupfferCells
ENSG00000176371	ZSCAN2	 FLJ20595, ZFP29, ZNF854,	"Zinc finger and SCAN domain containing 2"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	54993	ZSCAN2	TF
ENSG00000176390	CRLF3	 CREME9, CYTOR4,	"Cytokine receptor like factor 3"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51379	CRLF3	FunctionGene
ENSG00000176393	RNPEP	 APB,	"Arginyl aminopeptidase"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	6051	RNPEP	LiverMacrophage,KupfferCells
ENSG00000176485	PLAAT3	 AdPLA, H-REV107-1, HRASLS3, HREV107, HREV107-3, MGC118754., PLA2G16, PLAAT-3,	"Phospholipase A and acyltransferase 3"	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at transcript level"	11145	PLAAT3	LiverMacrophage
ENSG00000176731	RBIS	 C8orf59,	"Ribosomal biogenesis factor"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	401466	RBIS	LiverMacrophage,KupfferCells
ENSG00000176788	BASP1	 CAP-23, CAP23, NAP-22, NAP22,	"Brain abundant membrane attached signal protein 1"	"Plasma proteins, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	10409	BASP1	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000176845	METRNL	 ,	"Meteorin like, glial cell differentiation regulator"	"Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	284207	METRNL	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000176853	FAM91A1	 FLJ23790,	"Family with sequence similarity 91 member A1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	157769	FAM91A1	LiverMacrophage,KupfferCells
ENSG00000176974	SHMT1	 CSHMT, MGC15229, MGC24556, SHMT,	"Serine hydroxymethyltransferase 1"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6470	SHMT1	LiverMacrophage,KupfferCells
ENSG00000177105	RHOG	 ARHG, MGC125835, MGC125836,	"Ras homolog family member G"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	391	RHOG	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000177119	ANO6	 DKFZp313M0720, TMEM16F,	"Anoctamin 6"	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	196527	ANO6	LiverMacrophage,KupfferCells
ENSG00000177189	RPS6KA3	 CLS, HU-3, MRX19, RSK2,	"Ribosomal protein S6 kinase A3"	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	6197	RPS6KA3	KupfferCells
ENSG00000177426	TGIF1	 HPE4, TGIF,	"TGFB induced factor homeobox 1"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7050	TGIF1	TF,KupfferCells
ENSG00000177485	ZBTB33	 kaiso, WUGSC:H_DJ525N14.1, ZNF-kaiso, ZNF348,	"Zinc finger and BTB domain containing 33"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10009	ZBTB33	TF
ENSG00000177548	RABEP2	 FLJ23282, FRA,	"Rabaptin, RAB GTPase binding effector protein 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	79874	RABEP2	FunctionGene
ENSG00000177575	CD163	 M130, MM130, SCARI1,	"CD163 molecule"	"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	9332	CD163	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000177663	IL17RA	 CD217, CDw217, hIL-17R, IL-17RA, IL17R,	"Interleukin 17 receptor A"	"CD markers, Disease related genes, Human disease related genes, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	23765	IL17RA	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000177674	AGTRAP	 ATRAP,	"Angiotensin II receptor associated protein"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	57085	AGTRAP	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000177683	THAP5	 DKFZp313O1132,	"THAP domain containing 5"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	168451	THAP5	TF
ENSG00000177697	CD151	 PETA-3, RAPH, SFA-1, TSPAN24,	"CD151 molecule (Raph blood group)"	"Blood group antigen proteins, CD markers, Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	977	CD151	LiverMacrophage,KupfferCells
ENSG00000177879	AP3S1	 CLAPS3,	"Adaptor related protein complex 3 subunit sigma 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	1176	AP3S1	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000177889	UBE2N	 MGC8489, UBC13, UbcH-ben,	"Ubiquitin conjugating enzyme E2 N"	"Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7334	UBE2N	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000177989	ODF3B	 FAP123,	"Outer dense fiber of sperm tails 3B"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	440836	ODF3B	TopGeneInFirstStep,CancerDExpr,KupfferCells
ENSG00000178104	PDE4DIP	 CMYA2, KIAA0454, KIAA0477, MMGL,	"Phosphodiesterase 4D interacting protein"	"Cancer-related genes, Disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9659	PDE4DIP	CancerDExpr,LiverMacrophage
ENSG00000178163	ZNF518B	 KIAA1729,	"Zinc finger protein 518B"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	85460	ZNF518B	TF
ENSG00000178175	ZNF366	 FLJ39796,	"Zinc finger protein 366"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	167465	ZNF366	TF
ENSG00000178177	LCORL	 FLJ30696, MLR1,	"Ligand dependent nuclear receptor corepressor like"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	254251	LCORL	TF
ENSG00000178209	PLEC	 EBS1, PCN, PLEC1, PLTN,	Plectin	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5339	PLEC	KupfferCells
ENSG00000178229	ZNF543	 DKFZp434H055,	"Zinc finger protein 543"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	125919	ZNF543	TF
ENSG00000178307	TMEM11	 C17orf35, PM1, PMI,	"Transmembrane protein 11"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	8834	TMEM11	TopGeneInFirstStep
ENSG00000178338	ZNF354B	 FLJ25008, KID2,	"Zinc finger protein 354B"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	117608	ZNF354B	TF
ENSG00000178449	COX14	 C12orf62, MGC14288,	"Cytochrome c oxidase assembly factor COX14"	"Disease related genes, Human disease related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	84987	COX14	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000178537	SLC25A20	 CAC, CACT,	"Solute carrier family 25 member 20"	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	788	SLC25A20	TopGeneInFirstStep
ENSG00000178695	KCTD12	 C13orf2, KIAA1778, PFET1,	"Potassium channel tetramerization domain containing 12"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	115207	KCTD12	CancerDExpr,LiverMacrophage,KupfferCells
