Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	CD4 T-cellStep
ENSG00000204308	RNF5	 G16, NG2, RING5, RMA1,	"Ring finger protein 5"	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	6048	RNF5	TopGeneInFirstStep
ENSG00000204472	AIF1	 AIF-1, Em:AF129756.17, IBA1, IRT-1,	"Allograft inflammatory factor 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	199	AIF1	TopGeneInFirstStep
ENSG00000204475	NCR3	 1C7, CD337, LY117, NKp30,	"Natural cytotoxicity triggering receptor 3"	"CD markers, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	259197	NCR3	FunctionGene
ENSG00000204514	ZNF814	 ,	"Zinc finger protein 814"	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	730051	ZNF814	TopGeneInFirstStep,TF
ENSG00000204519	ZNF551	 DKFZp686H1038,	"Zinc finger protein 551"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	90233	ZNF551	TF
ENSG00000204524	ZNF805	 ,	"Zinc finger protein 805"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	390980	ZNF805	TF
ENSG00000204604	ZNF468	 ,	"Zinc finger protein 468"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	90333	ZNF468	TF
ENSG00000204611	ZNF616	 MGC45556,	"Zinc finger protein 616"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	90317	ZNF616	TF
ENSG00000204642	HLA-F	 ,	"Major histocompatibility complex, class I, F"	"Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	3134	HLA-F	TopGeneInFirstStep,FunctionGene
ENSG00000204713	TRIM27	 RFP, RNF76,	"Tripartite motif containing 27"	"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	5987	TRIM27	FunctionGene
ENSG00000204859	ZBTB48	 HKR3, TZAP, ZNF855,	"Zinc finger and BTB domain containing 48"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	3104	ZBTB48	TF
ENSG00000204920	ZNF155	 pHZ-96,	"Zinc finger protein 155"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7711	ZNF155	TF
ENSG00000204947	ZNF425	 ,	"Zinc finger protein 425"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	155054	ZNF425	TF
ENSG00000204977	TRIM13	 DLEU5, Leu5, RFP2, RNF77,	"Tripartite motif containing 13"	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	10206	TRIM13	TopGeneInFirstStep
ENSG00000205155	PSENEN	 PEN2,	"Presenilin enhancer, gamma-secretase subunit"	"Disease related genes, Human disease related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	55851	PSENEN	TopGeneInFirstStep
ENSG00000205220	PSMB10	 beta2i, LMP10, MECL1, MGC1665,	"Proteasome 20S subunit beta 10"	"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5699	PSMB10	TopGeneInFirstStep
ENSG00000205302	SNX2	 ,	"Sorting nexin 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6643	SNX2	TopGeneInFirstStep
ENSG00000205352	PRR13	 DKFZP564J157, FLJ23818,	"Proline rich 13"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	54458	PRR13	TopGeneInFirstStep
ENSG00000205581	HMGN1	 FLJ27265, FLJ31471, HMG14, MGC104230, MGC117425,	"High mobility group nucleosome binding domain 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3150	HMGN1	TopGeneInFirstStep
ENSG00000205707	ETFRF1	 LYRM5,	"Electron transfer flavoprotein regulatory factor 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	144363	ETFRF1	TopGeneInFirstStep
ENSG00000205744	DENND1C	 FAM31C, FLJ22757,	"DENN domain containing 1C"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	79958	DENND1C	TopGeneInFirstStep
ENSG00000205758	CRYZL1	 4P11, QOH-1,	"Crystallin zeta like 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	9946	CRYZL1	TopGeneInFirstStep
ENSG00000211592	IGKC	 HCAK1,	"Immunoglobulin kappa constant"	"Immunoglobulin genes, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at transcript level"	"Evidence at transcript level"	3514	IGKC	FunctionGene
ENSG00000211598	IGKV4-1	 B3, IGKV41,	"Immunoglobulin kappa variable 4-1"	"Immunoglobulin genes, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	28908	IGKV4-1	FunctionGene
ENSG00000211666	IGLV2-14	 ,	"Immunoglobulin lambda variable 2-14"	"Immunoglobulin genes, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	28815	IGLV2-14	FunctionGene
ENSG00000211677	IGLC2	 IGLC,	"Immunoglobulin lambda constant 2"	"Immunoglobulin genes, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	3538	IGLC2	FunctionGene
ENSG00000211679	IGLC3	 IGLC,	"Immunoglobulin lambda constant 3 (Kern-Oz+ marker)"	"Immunoglobulin genes, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	3539	IGLC3	FunctionGene
ENSG00000211689	TRGC1	 C1, TCRGC1,	"T cell receptor gamma constant 1"	"Predicted membrane proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	6966	TRGC1	FunctionGene
ENSG00000211697	TRGV5	 TCRGV5, V1S5,	"T cell receptor gamma variable 5"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	6978	TRGV5	FunctionGene
ENSG00000211698	TRGV4	 TCRGV4, V1S4,	"T cell receptor gamma variable 4"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	6977	TRGV4	FunctionGene
ENSG00000211699	TRGV3	 TCRGV3, V1S3,	"T cell receptor gamma variable 3"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	6976	TRGV3	FunctionGene
ENSG00000211706	TRBV6-1	 TCRBV13S3, TCRBV6S1, TRBV61,	"T cell receptor beta variable 6-1"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28606	TRBV6-1	TopGeneInFirstStep,FunctionGene
ENSG00000211710	TRBV4-1	 BV07S1J2.7, TCRBV4S1, TCRBV7S1A1N2T, TRBV41,	"T cell receptor beta variable 4-1"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28617	TRBV4-1	TopGeneInFirstStep,FunctionGene
ENSG00000211713	TRBV6-4	 TCRBV13S5, TCRBV6S4, TRBV64,	"T cell receptor beta variable 6-4"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28603	TRBV6-4	FunctionGene
ENSG00000211714	TRBV7-3	 TCRBV6S1A1N1, TCRBV7S3, TRBV73,	"T cell receptor beta variable 7-3"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28595	TRBV7-3	FunctionGene
ENSG00000211716	TRBV9	 TCRBV1S1A1N1, TCRBV9S1,	"T cell receptor beta variable 9"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28586	TRBV9	FunctionGene
ENSG00000211717	TRBV10-1	 TCRBV10S1, TCRBV12S2, TCRBV12S2A1T, TRBV101,	"T cell receptor beta variable 10-1"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28585	TRBV10-1	FunctionGene
ENSG00000211721	TRBV6-5	 TCRBV13S1, TCRBV6S5, TRBV65,	"T cell receptor beta variable 6-5"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28602	TRBV6-5	TopGeneInFirstStep,FunctionGene
ENSG00000211724	TRBV6-6	 TCRBV13S6A2T, TCRBV6S6, TRBV66,	"T cell receptor beta variable 6-6"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28601	TRBV6-6	TopGeneInFirstStep,FunctionGene
ENSG00000211725	TRBV5-5	 TCRBV5S3A2T, TCRBV5S5, TRBV55,	"T cell receptor beta variable 5-5"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28610	TRBV5-5	TopGeneInFirstStep,FunctionGene
ENSG00000211727	TRBV7-6	 TCRBV6S3A1N1T, TCRBV7S6, TRBV76,	"T cell receptor beta variable 7-6"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28592	TRBV7-6	TopGeneInFirstStep,FunctionGene
ENSG00000211728	TRBV5-6	 TCRBV5S2, TCRBV5S6, TRBV56,	"T cell receptor beta variable 5-6"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28609	TRBV5-6	TopGeneInFirstStep,FunctionGene
ENSG00000211734	TRBV5-1	 TCRBV5S1, TCRBV5S1A1T, TRBV51,	"T cell receptor beta variable 5-1"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28614	TRBV5-1	TopGeneInFirstStep,FunctionGene
ENSG00000211745	TRBV4-2	 TCRBV4S2, TCRBV7S3A2T, TRBV42,	"T cell receptor beta variable 4-2"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28616	TRBV4-2	TopGeneInFirstStep,FunctionGene
ENSG00000211746	TRBV19	 TCRBV17S1A1T, TCRBV19S1,	"T cell receptor beta variable 19"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28568	TRBV19	TopGeneInFirstStep,FunctionGene
ENSG00000211747	TRBV20-1	 TCRBV20S1, TCRBV2S1, TRBV201,	"T cell receptor beta variable 20-1"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28567	TRBV20-1	TopGeneInFirstStep,FunctionGene
ENSG00000211750	TRBV24-1	 TCRBV15S1, TCRBV24S1, TRBV241,	"T cell receptor beta variable 24-1"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28563	TRBV24-1	FunctionGene
ENSG00000211751	TRBC1	 BV05S1J2.2, TCRBC1,	"T cell receptor beta constant 1"	"Predicted membrane proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28639	TRBC1	TopGeneInFirstStep,CancerDExpr,FunctionGene
ENSG00000211752	TRBV27	 TCRBV14S1, TCRBV27S1,	"T cell receptor beta variable 27"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28560	TRBV27	TopGeneInFirstStep,FunctionGene
ENSG00000211753	TRBV28	 TCRBV28S1, TCRBV3S1,	"T cell receptor beta variable 28"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28559	TRBV28	TopGeneInFirstStep,FunctionGene
ENSG00000211772	TRBC2	 TCRBC2,	"T cell receptor beta constant 2"	"Predicted membrane proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28638	TRBC2	TopGeneInFirstStep,CancerDExpr,FunctionGene
ENSG00000211776	TRAV2	 ,	"T cell receptor alpha variable 2"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28691	TRAV2	TopGeneInFirstStep,FunctionGene
ENSG00000211777	TRAV3	 ,	"T cell receptor alpha variable 3"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28690	TRAV3	TopGeneInFirstStep,FunctionGene
ENSG00000211778	TRAV4	 TCRAV20S1, TCRAV4S1,	"T cell receptor alpha variable 4"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28689	TRAV4	TopGeneInFirstStep,FunctionGene
ENSG00000211779	TRAV5	 ,	"T cell receptor alpha variable 5"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28688	TRAV5	TopGeneInFirstStep,FunctionGene
ENSG00000211780	TRAV6	 TCRAV5S1,	"T cell receptor alpha variable 6"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	6956	TRAV6	TopGeneInFirstStep,FunctionGene
ENSG00000211782	TRAV8-1	 ,	"T cell receptor alpha variable 8-1"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28685	TRAV8-1	TopGeneInFirstStep,FunctionGene
ENSG00000211784	TRAV10	 TCRAV10S1, TCRAV24S1,	"T cell receptor alpha variable 10"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28676	TRAV10	TopGeneInFirstStep,FunctionGene
ENSG00000211785	TRAV12-1	 ,	"T cell receptor alpha variable 12-1"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28674	TRAV12-1	TopGeneInFirstStep,FunctionGene
ENSG00000211786	TRAV8-2	 ,	"T cell receptor alpha variable 8-2"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28684	TRAV8-2	TopGeneInFirstStep,FunctionGene
ENSG00000211787	TRAV8-3	 ,	"T cell receptor alpha variable 8-3"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28683	TRAV8-3	TopGeneInFirstStep,FunctionGene
ENSG00000211788	TRAV13-1	 ,	"T cell receptor alpha variable 13-1"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28671	TRAV13-1	TopGeneInFirstStep,FunctionGene
ENSG00000211789	TRAV12-2	 ,	"T cell receptor alpha variable 12-2"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28673	TRAV12-2	TopGeneInFirstStep,FunctionGene
ENSG00000211790	TRAV8-4	 ,	"T cell receptor alpha variable 8-4"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28682	TRAV8-4	TopGeneInFirstStep,FunctionGene
ENSG00000211791	TRAV13-2	 ,	"T cell receptor alpha variable 13-2"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28670	TRAV13-2	TopGeneInFirstStep,FunctionGene
ENSG00000211792	TRAV14DV4	 hADV14S1, TCRAV6S1-hDV104S1, TRAV14/DV4,	"T cell receptor alpha variable 14/delta variable 4"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28669	TRAV14DV4	TopGeneInFirstStep,FunctionGene
ENSG00000211793	TRAV9-2	 ,	"T cell receptor alpha variable 9-2"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28677	TRAV9-2	TopGeneInFirstStep,FunctionGene
ENSG00000211794	TRAV12-3	 TCRAV12S3, TCRAV2S2, TRAV123,	"T cell receptor alpha variable 12-3"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28672	TRAV12-3	TopGeneInFirstStep,FunctionGene
ENSG00000211795	TRAV8-6	 ,	"T cell receptor alpha variable 8-6"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28680	TRAV8-6	TopGeneInFirstStep,FunctionGene
ENSG00000211796	TRAV16	 TCRAV16S1, TCRAV9S1,	"T cell receptor alpha variable 16"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28667	TRAV16	TopGeneInFirstStep,FunctionGene
ENSG00000211797	TRAV17	 TCRAV17S1, TCRAV3S1,	"T cell receptor alpha variable 17"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28666	TRAV17	TopGeneInFirstStep,FunctionGene
ENSG00000211799	TRAV19	 TCRAV12S1, TCRAV19S1,	"T cell receptor alpha variable 19"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28664	TRAV19	TopGeneInFirstStep,FunctionGene
ENSG00000211800	TRAV20	 ,	"T cell receptor alpha variable 20"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28663	TRAV20	TopGeneInFirstStep,FunctionGene
ENSG00000211801	TRAV21	 ,	"T cell receptor alpha variable 21"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	28662	TRAV21	TopGeneInFirstStep,FunctionGene
