Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	CD8.T.cellStep	CD4.T.cellStep	macrophageStep
ENSG00000197951	ZNF71	 Cos26, EZFIT,	"Zinc finger protein 71"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	58491	ZNF71	TF	TF	TF
ENSG00000197961	ZNF121	 D19S204, ZHC32, ZNF20,	"Zinc finger protein 121"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7675	ZNF121	TF	TF	TF
ENSG00000198105	ZNF248	 bA162G10.3,	"Zinc finger protein 248"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	57209	ZNF248	TF	TF	TF
ENSG00000198131	ZNF544	 AF020591,	"Zinc finger protein 544"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	27300	ZNF544	TF	TF	TF
ENSG00000198146	ZNF770	 FLJ20582, PRO1914,	"Zinc finger protein 770"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	54989	ZNF770	TF	TF	TF
ENSG00000198189	HSD17B11	 17-BETA-HSD11, 17-BETA-HSDXI, DHRS8, PAN1B, RetSDR2, SDR16C2,	"Hydroxysteroid 17-beta dehydrogenase 11"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51170	HSD17B11	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000198246	SLC29A3	 ENT3, FLJ11160,	"Solute carrier family 29 member 3"	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	55315	SLC29A3	FunctionGene	FunctionGene	FunctionGene
ENSG00000198346	ZNF813	 FLJ16542,	"Zinc finger protein 813"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	126017	ZNF813	TF	TF	TF
ENSG00000198393	ZNF26	 FLJ20755, KOX20,	"Zinc finger protein 26"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7574	ZNF26	TF	TF	TF
ENSG00000198399	ITSN2	 KIAA1256, PRO2015, SH3D1B, SH3P18, SWA, SWAP,	"Intersectin 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	50618	ITSN2	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000198417	MT1F	 MT1,	"Metallothionein 1F"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	4494	MT1F	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000198429	ZNF69	 Cos5,	"Zinc finger protein 69"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7620	ZNF69	TF	TF	TF
ENSG00000198431	TXNRD1	 GRIM-12, Trxr1, TXNR,	"Thioredoxin reductase 1"	"Cancer-related genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	7296	TXNRD1	TcellActVsNaive	TcellActVsNaive	LiverMacrophage,KupfferCells
ENSG00000198464	ZNF480	 MGC32104,	"Zinc finger protein 480"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	147657	ZNF480	TF	TF	TF
ENSG00000198482	ZNF808	 ,	"Zinc finger protein 808"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	388558	ZNF808	TF	TF	TF
ENSG00000198492	YTHDF2	 CAHL, HGRG8, NY-REN-2,	"YTH N6-methyladenosine RNA binding protein 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51441	YTHDF2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198521	ZNF43	 HTF6, KOX27, ZNF39L1,	"Zinc finger protein 43"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7594	ZNF43	TF	TF	TF
ENSG00000198538	ZNF28	 DKFZp781D0275, KOX24,	"Zinc finger protein 28"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7576	ZNF28	TF	TF	TF
ENSG00000198551	ZNF627	 FLJ90365,	"Zinc finger protein 627"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	199692	ZNF627	TF	TF	TF
ENSG00000198556	ZNF789	 ,	"Zinc finger protein 789"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	285989	ZNF789	TF	TF	TF
ENSG00000198692	EIF1AY	 ,	"Eukaryotic translation initiation factor 1A Y-linked"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9086	EIF1AY	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000198695	MT-ND6	 MTND6, NAD6, ND6,	"Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	4541	MT-ND6	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198712	MT-CO2	 CO2, COX2, MTCO2,	"Mitochondrially encoded cytochrome c oxidase II"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	4513	MT-CO2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198715	GLMP	 C1orf85, MGC31963, NCU-G1,	"Glycosylated lysosomal membrane protein"	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	112770	GLMP	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF,LiverMacrophage,KupfferCells
ENSG00000198727	MT-CYB	 COB, CYTB, MTCYB, UQCR3,	"Mitochondrially encoded cytochrome b"	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	4519	MT-CYB	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198740	ZNF652	 KIAA0924,	"Zinc finger protein 652"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	22834	ZNF652	TF	TF	TF,LiverMacrophage
ENSG00000198763	MT-ND2	 MTND2, NAD2, ND2,	"Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	4536	MT-ND2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198771	RCSD1	 CapZIP, MGC21854, MK2S4,	"RCSD domain containing 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	92241	RCSD1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198786	MT-ND5	 MTND5, NAD5, ND5,	"Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	4540	MT-ND5	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198804	MT-CO1	 COI, COX1, MTCO1,	"Mitochondrially encoded cytochrome c oxidase I"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	4512	MT-CO1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198805	PNP	 NP, PUNP,	"Purine nucleoside phosphorylase"	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4860	PNP	TopGeneInFirstStep	TopGeneInFirstStep	KupfferCells
ENSG00000198815	FOXJ3	 KIAA1041,	"Forkhead box J3"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	22887	FOXJ3	TF	TF	TF
ENSG00000198824	CHAMP1	 C13orf8, CAMP, CHAMP, ZNF828,	"Chromosome alignment maintaining phosphoprotein 1"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	283489	CHAMP1	TF	TF	TF
ENSG00000198839	ZNF277	 NRIF4, ZNF277P,	"Zinc finger protein 277"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	11179	ZNF277	TF	TF	TF,LiverMacrophage
ENSG00000198840	MT-ND3	 MTND3, NAD3, ND3,	"Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	4537	MT-ND3	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198886	MT-ND4	 LHON, MTND4, NAD4, ND4,	"Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	4538	MT-ND4	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198888	MT-ND1	 MTND1, NAD1, ND1,	"Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1"	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	4535	MT-ND1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198899	MT-ATP6	 ATP6, ATPase-6, MTATP6, RP, Su6m,	"Mitochondrially encoded ATP synthase membrane subunit 6"	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	4508	MT-ATP6	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198938	MT-CO3	 CO3, COIII, COX3, MTCO3,	"Mitochondrially encoded cytochrome c oxidase III"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	4514	MT-CO3	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000198945	L3MBTL3	 KIAA1798,	"L3MBTL histone methyl-lysine binding protein 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84456	L3MBTL3	TF	TF	TF
ENSG00000203747	FCGR3A	 CD16, CD16a, FCG3, FCGR3,	"Fc fragment of IgG receptor IIIa"	"CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	2214	FCGR3A	TopGeneInFirstStep,FunctionGene	FunctionGene	CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000204209	DAXX	 DAP6,	"Death domain associated protein"	"Cancer-related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1616	DAXX	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	FunctionGene
ENSG00000204264	PSMB8	 beta5i, D6S216E, LMP7, PSMB5i, RING10,	"Proteasome 20S subunit beta 8"	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5696	PSMB8	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000204272	NBDY	 LINC01420, NoBody,	"Negative regulator of P-body association"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	550643	NBDY	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000204287	HLA-DRA	 HLA-DRA1,	"Major histocompatibility complex, class II, DR alpha"	"Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3122	HLA-DRA	FunctionGene	FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000204308	RNF5	 G16, NG2, RING5, RMA1,	"Ring finger protein 5"	"Enzymes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	6048	RNF5	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage
ENSG00000204472	AIF1	 AIF-1, Em:AF129756.17, IBA1, IRT-1,	"Allograft inflammatory factor 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	199	AIF1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000204514	ZNF814	 ,	"Zinc finger protein 814"	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	730051	ZNF814	TF	TopGeneInFirstStep,TF	TF
ENSG00000204519	ZNF551	 DKFZp686H1038,	"Zinc finger protein 551"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	90233	ZNF551	TF	TF	TF
ENSG00000204604	ZNF468	 ,	"Zinc finger protein 468"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	90333	ZNF468	TF	TF	TF
ENSG00000204611	ZNF616	 MGC45556,	"Zinc finger protein 616"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	90317	ZNF616	TF	TF	TF
ENSG00000204642	HLA-F	 ,	"Major histocompatibility complex, class I, F"	"Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	3134	HLA-F	CancerDExpr,FunctionGene	TopGeneInFirstStep,FunctionGene	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000204713	TRIM27	 RFP, RNF76,	"Tripartite motif containing 27"	"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	5987	TRIM27	FunctionGene	FunctionGene	FunctionGene
ENSG00000204859	ZBTB48	 HKR3, TZAP, ZNF855,	"Zinc finger and BTB domain containing 48"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	3104	ZBTB48	TF	TF	TF
ENSG00000205155	PSENEN	 PEN2,	"Presenilin enhancer, gamma-secretase subunit"	"Disease related genes, Human disease related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	55851	PSENEN	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,KupfferCells
ENSG00000205220	PSMB10	 beta2i, LMP10, MECL1, MGC1665,	"Proteasome 20S subunit beta 10"	"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5699	PSMB10	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr
ENSG00000205352	PRR13	 DKFZP564J157, FLJ23818,	"Proline rich 13"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	54458	PRR13	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000205581	HMGN1	 FLJ27265, FLJ31471, HMG14, MGC104230, MGC117425,	"High mobility group nucleosome binding domain 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3150	HMGN1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000211592	IGKC	 HCAK1,	"Immunoglobulin kappa constant"	"Immunoglobulin genes, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at transcript level"	"Evidence at transcript level"	3514	IGKC	FunctionGene	FunctionGene	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000211677	IGLC2	 IGLC,	"Immunoglobulin lambda constant 2"	"Immunoglobulin genes, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	3538	IGLC2	FunctionGene	FunctionGene	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000211679	IGLC3	 IGLC,	"Immunoglobulin lambda constant 3 (Kern-Oz+ marker)"	"Immunoglobulin genes, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	3539	IGLC3	FunctionGene	FunctionGene	FunctionGene,KupfferCells
ENSG00000211697	TRGV5	 TCRGV5, V1S5,	"T cell receptor gamma variable 5"	"Predicted intracellular proteins, T-cell receptor genes"	"Evidence at protein level"	"Evidence at transcript level"	6978	TRGV5	FunctionGene	FunctionGene	FunctionGene
ENSG00000211751	TRBC1	 BV05S1J2.2, TCRBC1,	"T cell receptor beta constant 1"	"Predicted membrane proteins, T-cell receptor genes"	"Evidence at transcript level"	"Evidence at transcript level"	28639	TRBC1	TopGeneInFirstStep,CancerDExpr,FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene	FunctionGene
ENSG00000211899	IGHM	 ,	"Immunoglobulin heavy constant mu"	"Disease related genes, Immunoglobulin genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	3507	IGHM	FunctionGene	FunctionGene	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000212907	MT-ND4L	 MTND4L, NAD4L, ND4L,	"Mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	4539	MT-ND4L	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
